id,question,gt,predicted,sas,model
17_3,What type of energy is used in motion?,"Motion energy – also known as mechanical energy – is the energy stored in moving objects. As the object moves faster, more energy is stored.",Motion energy is the sum of potential and kinetic energy in an object that is used to do work.,0.91,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
17_3,What type of energy is used in motion?,"Motion energy – also known as mechanical energy – is the energy stored in moving objects. As the object moves faster, more energy is stored.",Motion energy – also known as mechanical energy – is the energy stored in moving objects.,0.99,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
17_3,What type of energy is used in motion?,"Motion energy – also known as mechanical energy – is the energy stored in moving objects. As the object moves faster, more energy is stored.",It is kinetic energy.,0.8,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
17_3,What type of energy is used in motion?,"Motion energy – also known as mechanical energy – is the energy stored in moving objects. As the object moves faster, more energy is stored.",motion energy is the sum of potential and kinetic energy in an object that is used to,0.91,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-BART-large-top1BM25-2021-09-13-17-47-43
17_4,Tell me about mechanical energy.,"Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both.",Mechanical energy is often confused with Kinetic Energy.,0.89,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
17_4,Tell me about mechanical energy.,"Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both.",Mechanical energy is the amount of energy produced by a system.,0.94,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
17_4,Tell me about mechanical energy.,"Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both.",Mechanical energy is the amount of energy produced by the action of mechanical forces.,0.96,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
17_4,Tell me about mechanical energy.,"Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both.","Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object",0.99,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
17_4,Tell me about mechanical energy.,"Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both.",Mechanical energy is the sum of potential and kinetic energy in an object that is used to do work.,0.97,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
17_4,Tell me about mechanical energy.,"Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both.",Mechanical energy is the amount of energy that exists in a given situation.,0.94,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-06-44
17_4,Tell me about mechanical energy.,"Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both.",Mechanical energy is the energy that is used to move objects.,0.88,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
17_4,Tell me about mechanical energy.,"Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both.",Mechanical energy is the kinetic energy produced by mechanical action.,0.93,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
17_4,Tell me about mechanical energy.,"Mechanical energy is the sum of kinetic and potential energy in an object that is used to do work. In other words, it is energy in an object due to its motion or position, or both.",Mechanical energy is the amount of energy that exists in the physical world.,0.93,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-15-19-36-31
17_6,Why is sound a form of mechanical energy?,Sound is a form of mechanical energy because the source of sound is vibration. Mechanical energy consists of gravitational potential energy and kinetic energy.,Sound is a form of mechanical energy.,0.92,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
17_6,Why is sound a form of mechanical energy?,Sound is a form of mechanical energy because the source of sound is vibration. Mechanical energy consists of gravitational potential energy and kinetic energy.,Sound is a form of mechanical energy because the source of sound is vibration.,0.95,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
17_6,Why is sound a form of mechanical energy?,Sound is a form of mechanical energy because the source of sound is vibration. Mechanical energy consists of gravitational potential energy and kinetic energy.,Sound is a form of mechanical energy because it is used to move objects.,0.9,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
17_6,Why is sound a form of mechanical energy?,Sound is a form of mechanical energy because the source of sound is vibration. Mechanical energy consists of gravitational potential energy and kinetic energy.,2010 at 4 : 09 am sound is a form of mechanical energy because the source of sound is vibration,0.83,rali-scai-qrecc21-test-dataset-rewritten-2021-07-20-rali-qa-no-run-identifier-2021-09-09-13-01-07
17_7,How does mechanical energy differ from potential energy?,Mechanical energy can be either kinetic (energy in motion) or potential (energy that is stored). The sum of an object's kinetic and potential energy equals the object's total mechanical energy.,Mechanical energy is the energy that is possessed by an object due to its motion.,0.89,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
17_7,How does mechanical energy differ from potential energy?,Mechanical energy can be either kinetic (energy in motion) or potential (energy that is stored). The sum of an object's kinetic and potential energy equals the object's total mechanical energy.,The sum of kinetic energy and potential energy is known as mechanical energy which can neither be created nor destroyed but can be converted from one form to other.,0.92,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
17_7,How does mechanical energy differ from potential energy?,Mechanical energy can be either kinetic (energy in motion) or potential (energy that is stored). The sum of an object's kinetic and potential energy equals the object's total mechanical energy.,Kinetic energy is defined as the energy present in an object from the state of rest to motion. Potential energy is defined as the energy contained in an object by the virtue object's position.,0.86,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-05-06
17_7,How does mechanical energy differ from potential energy?,Mechanical energy can be either kinetic (energy in motion) or potential (energy that is stored). The sum of an object's kinetic and potential energy equals the object's total mechanical energy.,Potential energy is the energy that is stored in an object.,0.81,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
17_7,How does mechanical energy differ from potential energy?,Mechanical energy can be either kinetic (energy in motion) or potential (energy that is stored). The sum of an object's kinetic and potential energy equals the object's total mechanical energy.,Mechanical energy consists of gravitational potential energy and kinetic energy. Vibrating particles have kinetic energy which is a form of mechanical energy.,0.87,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
17_7,How does mechanical energy differ from potential energy?,Mechanical energy can be either kinetic (energy in motion) or potential (energy that is stored). The sum of an object's kinetic and potential energy equals the object's total mechanical energy.,Mechanical energy is the total energy of a system.,0.83,ultron-scai-qrecc21-test-dataset-2021-07-20-ultron-no-run-identifier-2021-09-04-17-16-58
17_7,How does mechanical energy differ from potential energy?,Mechanical energy can be either kinetic (energy in motion) or potential (energy that is stored). The sum of an object's kinetic and potential energy equals the object's total mechanical energy.,"when in use mechanical energy is different from potential energy, it refers to the difference between",0.84,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-BART-large-top1BM25-2021-09-13-17-47-43
17_7,How does mechanical energy differ from potential energy?,Mechanical energy can be either kinetic (energy in motion) or potential (energy that is stored). The sum of an object's kinetic and potential energy equals the object's total mechanical energy.,Potential energy refers to the amount of energy that can be produced by a single action. Kinetic energy refers to the amount of energy that can be produced by a single action.,0.84,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-04-10-38-07
17_8,Are potential energy and kinetic energy the same?,Potential Energy is the stored energy in an object or system because of its position or configuration. Kinetic energy of an object is relative to other moving and stationary objects in its immediate environment.,Kinetic energy is energy possessed by a body by virtue of its movement. Potential energy is the energy possessed by a body by virtue of its position or state.,0.93,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
17_8,Are potential energy and kinetic energy the same?,Potential Energy is the stored energy in an object or system because of its position or configuration. Kinetic energy of an object is relative to other moving and stationary objects in its immediate environment.,Potential energy is the energy possessed by a body by virtue of its movement. Kinetic energy is the energy possessed by an object by virtue of its acceleration.,0.96,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
